claim_id,claim_seq,policy_id,station_id,solar_system,production_load,exposure,energy_backup_score,safety_compliance,claim_amount
BI-C-0001834,1,BI-017953,B9,Zeta,0.679,0.646,4,3,8286690
BI-C-0001835,1,BI-017959,B4,Helionis Cluster,0.191,0.418,5,3,19369277
BI-C-0001836,1,BI-017975,A6,Zeta,0.465,0.732,4,2,1477079
BI-C-0001837,1,BI-017982,A3,Zeta,0.601,0.57,1,1,7463975
BI-C-0001838,2,BI-017982,A3,Zeta,0.601,0.57,1,1,3895628
BI-C-0001839,1,BI-018009,B5,Helionis Cluster,0.699,0.727,4,5,852166
BI-C-0001840,2,BI-018009,B5,Helionis Cluster,0.699,0.727,4,5,1870377
BI-C-0001841,1,BI-018014,G7,Zeta,0.169,0.342,4,1,3727720
BI-C-0001842,1,BI-018016,A7,Zeta,0.414,0.885,3,4,240335
BI-C-0001843,1,BI-018035,A9,Helionis Cluster,0.727,0.438,3,3,2525330
BI-C-0001844,1,BI-018037,A1,Epsilon,0.646,0.329,1,2,1717806
BI-C-0001845,1,BI-018047,A3,Epsilon,0.293,0.64,2,1,948583
BI-C-0001846,1,BI-018062,G6,Zeta,0.634,0.228,3,3,798675
BI-C-0001847,1,BI-018063,A5,Zeta,0.813,0.876,2,5,4413483
BI-C-0001848,2,BI-018063,A5,Zeta,0.813,0.876,2,5,3999322
BI-C-0001849,3,BI-018063,A5,Zeta,0.813,0.876,2,5,2031153
BI-C-0001850,1,BI-018079,B9,Zeta,0.319,0.683,4,5,2627057
BI-C-0001851,1,BI-018086,G9,Helionis Cluster,0.548,0.351,4,5,2129172
BI-C-0001852,2,BI-018086,G9,Helionis Cluster,0.548,0.351,4,5,1756288
BI-C-0001853,1,BI-018104,B4,Helionis Cluster,0.554,0.754,3,1,740349
BI-C-0001854,1,BI-018123,G1,Epsilon,0.075,0.326,5,2,450364
BI-C-0001855,1,BI-018146,B5,Helionis Cluster,0.823,0.599,5,4,956649
BI-C-0001856,1,BI-018149,A2,Zeta,0.118,0.843,2,3,612241
BI-C-0001857,1,BI-018157,B9,Epsilon,0.914,0.719,4,4,129144
BI-C-0001858,1,BI-018169,A9,Helionis Cluster,0.918,0.322,3,2,9214015
BI-C-0001859,1,BI-018176,B6,Zeta,0.581,0.538,5,1,8573732
BI-C-0001860,1,BI-018193,B5,Epsilon,0.444,0.52,3,2,1904489
BI-C-0001861,2,BI-018193,B5,Epsilon,0.444,0.52,3,2,17482329
BI-C-0001862,3,BI-018193,B5,Epsilon,0.444,0.52,3,2,305849
BI-C-0001863,4,BI-018193,B5,Epsilon,0.444,0.52,3,2,605233
BI-C-0001864,1,BI-018212,G8,Epsilon,0.358,0.946,5,2,3591795
BI-C-0001865,1,BI-018225,G7,Epsilon,0.912,0.822,2,2,1305647
BI-C-0001866,1,BI-018256,B8,Epsilon,0.447,0.571,1,3,1432682
BI-C-0001867,2,BI-018256,B8,Epsilon,0.447,0.571,1,3,432808
BI-C-0001868,3,BI-018256,B8,Epsilon,0.447,0.571,1,3,1478154
BI-C-0001869,1,BI-018261,A5,Epsilon,0.392,0.798,1,4,813132
BI-C-0001870,1,BI-018275,A2,Zeta,0.55,0.166,5,3,632516
BI-C-0001871,1,BI-018288,G8,Zeta,0.031,0.717,2,5,3060182
BI-C-0001872,1,BI-018296,B3,Epsilon,0.086,0.588,5,2,289159
BI-C-0001873,2,BI-018296,B3,Epsilon,0.086,0.588,5,2,18641529
BI-C-0001874,3,BI-018296,B3,Epsilon,0.086,0.588,5,2,216101
BI-C-0001875,1,BI-018306,G2,Epsilon,0.508,0.526,4,3,1020635
BI-C-0001876,1,BI-018312,B8,Zeta,0.588,0.43,5,3,10448113
BI-C-0001877,1,BI-018314,G3,Epsilon,0.655,0.222,1,1,4590575
BI-C-0001878,1,BI-018364,A4,Zeta,0.234,0.095,3,3,936576
BI-C-0001879,1,BI-018417,B3,Epsilon,0.404,0.496,1,2,632536
BI-C-0001880,1,BI-018432,A7,Epsilon,0.563,0.564,4,3,40989764
BI-C-0001881,2,BI-018432,A7,Epsilon,0.563,0.564,4,3,4934580
BI-C-0001882,1,BI-018436,A5,Epsilon,0,0.862,1,5,1989425
BI-C-0001883,1,BI-018445,B6,Zeta,0.034,0.364,1,4,1956418
BI-C-0001884,1,BI-018470,B5,Helionis Cluster,0.617,0.259,2,5,1334567
BI-C-0001885,2,BI-018470,B5,Helionis Cluster,0.617,0.259,2,5,1370705
BI-C-0001886,1,BI-018487,B9,Zeta,0.99,0.248,4,3,229024
BI-C-0001887,1,BI-018495,B8,Epsilon,0.696,0.492,2,3,1314672
BI-C-0001888,1,BI-018496,A7,Epsilon,0.6,0.199,2,4,3060325
BI-C-0001889,1,BI-018502,B6,Zeta,0.512,0.628,1,4,1814353
BI-C-0001890,1,BI-018529,G1,Epsilon,0.54,0.209,4,3,1081016
BI-C-0001891,1,BI-018545,G6,Epsilon,0.371,0.497,3,3,1094334
BI-C-0001892,1,BI-018553,B3,Epsilon,0.182,0.621,5,5,5666558
BI-C-0001893,2,BI-018553,B3,Epsilon,0.182,0.621,5,5,2544703
BI-C-0001894,1,BI-018555,B4,Helionis Cluster,0.074,0.221,1,3,1593923
BI-C-0001895,1,BI-018558,A2,Zeta,0.425,0.701,1,4,1191299
BI-C-0001896,2,BI-018558,A2,Zeta,0.425,0.701,1,4,4274634
BI-C-0001897,1,BI-018570,G2,Zeta,0.445,0.216,2,4,7775398
BI-C-0001898,1,BI-018581,G4,Epsilon,0.258,0.481,3,5,3916267
BI-C-0001899,1,BI-018589,B6,Helionis Cluster,0.041,0.537,1,2,5682099
BI-C-0001900,1,BI-018593,B6,Helionis Cluster,0.618,0.492,4,2,1611836
BI-C-0001901,1,BI-018600,G2,Epsilon,0.393,0.811,3,4,500374
BI-C-0001902,1,BI-018607,B3,Zeta,0.861,0.566,1,1,782014
BI-C-0001903,2,BI-018607,B3,Zeta,0.861,0.566,1,1,1945104
BI-C-0001904,1,BI-018611,G9,Helionis Cluster,0.343,0.619,3,4,1420077
BI-C-0001905,1,BI-018633,G8,Epsilon,0.587,0.67,3,3,1961850
BI-C-0001906,1,BI-018671,G3,Epsilon,0.254,0.51,3,4,520499
BI-C-0001907,1,BI-018681,G5,Zeta,0.227,0.584,2,5,1370162
BI-C-0001908,1,BI-018689,G8,Epsilon,0.223,0.112,4,5,523592
BI-C-0001909,1,BI-018698,G5,Helionis Cluster,0.361,0.849,2,1,1052940
BI-C-0001910,1,BI-018704,G7,Zeta,0.419,0.611,3,4,1510150
BI-C-0001911,1,BI-018720,G4,Zeta,0.218,0.373,3,5,515969
BI-C-0001912,1,BI-018732,G5,Zeta,0.07,0.499,4,2,3338856
BI-C-0001913,2,BI-018732,G5,Zeta,0.07,0.499,4,2,3980531
BI-C-0001914,1,BI-018745,G5,Zeta,0.984,0.201,3,3,383040
BI-C-0001915,1,BI-018749,G6,Zeta,0.599,0.742,3,5,1723831
BI-C-0001916,2,BI-018749,G6,Zeta,0.599,0.742,3,5,1847798
BI-C-0001917,1,BI-018754,B3,Helionis Cluster,0.286,0.868,4,4,1461886
BI-C-0001918,1,BI-018755,B1,Epsilon,0.537,0.562,3,1,2326938
BI-C-0001919,2,BI-018755,B1,Epsilon,0.537,0.562,3,1,10818472
BI-C-0001920,3,BI-018755,B1,Epsilon,0.537,0.562,3,1,12763093
BI-C-0001921,1,BI-018792,A8,Zeta,0.264,0.247,1,2,3023354
BI-C-0001922,1,BI-018828,B9,Zeta,0.65,0.346,2,4,3455982
BI-C-0001923,1,BI-018835,G5,Zeta,0.279,0.6,5,1,719320
BI-C-0001924,1,BI-018862,G8,Zeta,0.252,0.223,2,4,5876511
BI-C-0001925,1,BI-018873,G5,Epsilon,0.539,0.302,4,1,3475138
BI-C-0001926,1,BI-018876,G5,Epsilon,0.599,0.326,4,1,4768114
BI-C-0001927,1,BI-018880,G1,Epsilon,0.1,0.26,2,4,2495423
BI-C-0001928,1,BI-018890,G7,Helionis Cluster,0.275,0.522,2,4,2801766
BI-C-0001929,1,BI-018900,A4,Zeta,0.617,0.829,2,3,3400644
BI-C-0001930,1,BI-018938,A6,Epsilon,0.47,0.104,2,5,727926
BI-C-0001931,1,BI-018966,B3,Helionis Cluster,0.553,0.572,3,1,6233270
BI-C-0001932,2,BI-018966,B3,Helionis Cluster,0.553,0.572,3,1,945722
BI-C-0001933,1,BI-018973,B6,Helionis Cluster,0.266,0.498,5,3,426695
BI-C-0001934,1,BI-018975,A6,Epsilon,0.22,0.664,1,5,3423183
BI-C-0001935,1,BI-018976,A2,Epsilon,0.554,0.649,3,2,8431257
BI-C-0001936,1,BI-018984,A6,Helionis Cluster,0.813,0.188,2,1,143245
BI-C-0001937,1,BI-018989,A8,Zeta,0.057,0.738,2,4,2287575
BI-C-0001938,2,BI-018989,A8,Zeta,0.057,0.738,2,4,12077481
BI-C-0001939,3,BI-018989,A8,Zeta,0.057,0.738,2,4,712064
BI-C-0001940,4,BI-018989,A8,Zeta,0.057,0.738,2,4,33615996
BI-C-0001941,1,BI-019003,A9,Epsilon,0.78,0.597,1,5,2434524
BI-C-0001942,2,BI-019003,A9,Epsilon,0.78,0.597,1,5,1532856
BI-C-0001943,1,BI-019016,A4,Epsilon,0.811,0.594,5,3,3855816
BI-C-0001944,1,BI-019027,B6,Zeta,0.633,0.292,4,4,1232409
BI-C-0001945,1,BI-019038,G5,Helionis Cluster,0.44,0.418,5,3,537083
BI-C-0001946,1,BI-019042,A8,Zeta,0.196,0.47,2,2,697573
BI-C-0001947,1,BI-019074,G4,Zeta,0.447,0.867,2,2,2446527
BI-C-0001948,1,BI-019076,B1,Epsilon,0.284,0.738,1,2,3708725
BI-C-0001949,2,BI-019076,B1,Epsilon,0.284,0.738,1,2,22449132
BI-C-0001950,1,BI-019078,A8,Zeta,0.812,0.595,3,5,2049408
BI-C-0001951,2,BI-019078,A8,Zeta,0.812,0.595,3,5,3303074
BI-C-0001952,41,BI-019078,A8,Zeta,0.812,0.595,3,5,741691
BI-C-0001953,1,BI-019094,G5,Zeta,0.035,0.612,3,3,3740729
BI-C-0001954,1,BI-019095,G9,Helionis Cluster,0.914,0.116,3,2,11010972
BI-C-0001955,1,BI-019111,G1,Zeta,0.583,0.483,2,4,28932446
BI-C-0001956,1,BI-019118,G8,Zeta,0.1,0.114,2,5,3327411
BI-C-0001957,1,BI-019121,B8,Epsilon,0.301,0.24,5,3,990269
BI-C-0001958,1,BI-019148,G4,Zeta,0.034,0.567,3,2,1294378
BI-C-0001959,1,BI-019156,A2,Epsilon,0.291,0.177,2,5,6418284
BI-C-0001960,1,BI-019166,B4,Epsilon,0.372,0.486,1,4,117868
BI-C-0001961,1,BI-019193,G9,Zeta,0.376,0.838,4,4,3970868
BI-C-0001962,1,BI-019225,A7,Zeta,0.694,0.506,3,39,1094742
BI-C-0001963,1,BI-019252,G3,Zeta,0.137,0.309,4,3,319145
BI-C-0001964,1,BI-019269,G5,Zeta,0.761,0.529,2,5,1059123
BI-C-0001965,1,BI-019288,B2,Epsilon,0.728,0.378,4,2,431540
BI-C-0001966,2,BI-019288,B2,Epsilon,0.728,0.378,4,2,4821747
BI-C-0001967,1,BI-019297,G2,Helionis Cluster,0.331,0.421,2,4,1882054
BI-C-0001968,2,BI-019297,G2,Helionis Cluster,0.331,0.421,2,4,2093602
BI-C-0001969,3,BI-019297,G2,Helionis Cluster,0.331,0.421,2,4,3827035
BI-C-0001970,4,BI-019297,G2,Helionis Cluster,0.331,0.421,2,4,3044536
BI-C-0001971,1,BI-019305,B8,Helionis Cluster,0.155,0.809,1,2,340781
BI-C-0001972,1,BI-019314,G4,Epsilon,0.592,0.636,1,5,1454185
BI-C-0001973,1,BI-019320,A1,Epsilon,0.647,0.539,5,2,11857454
BI-C-0001974,2,BI-019320,A1,Epsilon,0.647,0.539,5,2,1395300
BI-C-0001975,3,BI-019320,A1,Epsilon,0.647,0.539,5,2,1227123
BI-C-0001976,4,BI-019320,A1,Epsilon,0.647,0.539,5,2,3735114
BI-C-0001977,1,BI-019348,B8,Epsilon,0.731,0.495,4,4,513759
BI-C-0001978,1,BI-019370,G4,Helionis Cluster,0.729,0.202,1,3,1256021
BI-C-0001979,1,BI-019417,A7,Helionis Cluster,0.529,0.415,4,5,8529877
BI-C-0001980,1,BI-019439,G8,Epsilon,0.749,0.759,2,5,507948
BI-C-0001981,2,BI-019439,G8,Epsilon,0.749,0.759,2,5,710911
BI-C-0001982,1,BI-019453,G3,Epsilon,0.059,0.817,2,5,13535557
BI-C-0001983,2,BI-019453,G3,Epsilon,0.059,0.817,2,5,4572411
BI-C-0001984,1,BI-019492,B7,Helionis Cluster,0.153,0.247,1,2,2517962
BI-C-0001985,1,BI-019537,A3,Zeta,0.848,0.697,1,1,485312
BI-C-0001986,1,BI-019545,G1,Helionis Cluster,0.323,0.251,4,5,3937203
BI-C-0001987,2,BI-019545,G1,Helionis Cluster,0.323,0.251,4,5,2403961
BI-C-0001988,1,BI-019554,A2,Zeta,0.716,0.171,2,3,1481214
BI-C-0001989,1,BI-019562,B4,Helionis Cluster,0.824,0.5,1,3,761649
BI-C-0001990,1,BI-019570,A3,Zeta,0.068,0.834,5,5,15750320
BI-C-0001991,1,BI-019574,B9,Epsilon,0.703,0.405,4,4,2958105
BI-C-0001992,1,BI-019595,A7,Zeta,0.592,0.412,5,1,26399860
BI-C-0001993,2,BI-019595,A7,Zeta,0.592,0.412,5,1,2308393
BI-C-0001994,1,BI-019599,G7,Helionis Cluster,0.474,0.467,3,3,2575928
BI-C-0001995,1,BI-019611,G5,Epsilon,0.186,0.542,4,2,1222341
BI-C-0001996,2,BI-019611,G5_???5968,Epsilon,0.186,0.542,4,2,410762
BI-C-0001997,1,BI-019627,B2,Zeta,0.577,0.47,5,1,4174202
BI-C-0001998,2,BI-019627,B2,Zeta,0.577,0.47,5,1,1503221
BI-C-0001999,1,BI-019641,N/A,Helionis Cluster,0.713,0.732,3,2,2433094
BI-C-0002000,1,BI-019645,A7,Epsilon,0.378,0.597,4,3,4121547
BI-C-0002001,2,BI-019645,A7,Epsilon,0.378,0.597,4,3,828388
BI-C-0002002,3,BI-019645,A7,Epsilon,0.378,0.597,4,3,10640209
BI-C-0002003,1,BI-019655,B3,Zeta,0.203,0.083,5,1,1942619
BI-C-0002004,1,BI-019659,B2,Zeta,0.78,0.156,3,1,11812991
BI-C-0002005,1,BI-019669,N/A,Zeta,0.854,0.369,5,3,3438491
BI-C-0002006,1,BI-019670,G8,Helionis Cluster,0.038,0.613,4,4,372471
BI-C-0002007,2,BI-019670,G8,Helionis Cluster,0.038,0.613,4,4,3460442
BI-C-0002008,1,BI-019679,G3,Epsilon_???5401,0.024,0.765,1,3,561128
BI-C-0002009,1,BI-019736,A3,Epsilon,0.02,0.439,5,5,2493445
BI-C-0002010,2,BI-019736,A3,Epsilon,0.02,0.439,5,5,1023937
BI-C-0002011,3,BI-019736,A3,Epsilon,0.02,0.439,5,5,4519490
BI-C-0002012,4,BI-019736,A3,Epsilon,0.02,0.439,5,5,3389950
BI-C-0002013,1,BI-019739,G9,Zeta,0.307,0.256,5,2,6021216
BI-C-0002014,1,BI-019762,A1,Helionis Cluster,0.503,0.908,3,2,2690686
BI-C-0002015,1,BI-019783,B7,Epsilon,0.806,0.19,5,4,2559317
BI-C-0002016,1,BI-019788,B6,Zeta,0.652,0.304,5,1,2348737
BI-C-0002017,1,BI-019792,A8,Zeta,0.573,0.326,5,5,1075389
BI-C-0002018,1,BI-019804,A3,Helionis Cluster,0.889,0.457,5,1,294175
BI-C-0002019,1,BI-019807,B6,Epsilon,0.565,0.211,5,2,884681
BI-C-0002020,1,BI-019813,A1,Helionis Cluster,0.468,0.473,3,5,644900
BI-C-0002021,1,BI-019817,B5,Zeta,0.576,0.484,4,2,411460
BI-C-0002022,2,BI-019817,B5,Zeta,0.576,0.484,4,2,1541265
BI-C-0002023,3,BI-019817,B5,Zeta,0.576,0.484,4,2,784591
BI-C-0002024,1,BI-019840,A7,Epsilon,0.772,0.56,5,2,3350681
BI-C-0002025,1,BI-019841,A5,Epsilon,0.324,0.269,5,4,1352495
BI-C-0002026,1,BI-019869,B4,Zeta,0.717,0.408,4,3,252037
BI-C-0002027,2,BI-019869,B4,Zeta,0.717,0.408,4,3,886925
BI-C-0002028,1,BI-019878,A6,Zeta,0.969,0.4,1,3,1625264
BI-C-0002029,1,BI-019893,B6,Zeta,0.336,0.657,1,4,759891
BI-C-0002030,1,BI-019896,B2,Zeta,0.973,0.629,2,2,4969287
BI-C-0002031,2,BI-019896,B2,Zeta,0.973,0.629,2,2,1582410
BI-C-0002032,3,BI-019896,B2,Zeta,0.973,0.629,2,2,5859825
BI-C-0002033,1,BI-019902,B6,Zeta,0.143,0.852,4,2,906769
BI-C-0002034,1,BI-019909,A4,Zeta,0.698,0.828,4,1,7602537
BI-C-0002035,1,BI-019910,B3,Zeta,0.163,0.717,4,1,21867748
BI-C-0002036,1,BI-019920,B5,Zeta,0.114,0.411,1,4,259669
BI-C-0002037,2,BI-019920,B5,Zeta,0.114,0.411,1,4,4076336
BI-C-0002038,1,BI-019944,B2,Helionis Cluster,0.691,0.581,2,2,758763
BI-C-0002039,1,BI-019968,B2,Epsilon,0.872,0.324,2,1,11244434
BI-C-0002040,1,BI-019983,A5,Zeta,0.752,0.672,3,1,859074
BI-C-0002041,1,BI-019988,A4,Epsilon,0.437,0.674,3,1,3999388
BI-C-0002042,2,BI-019988,A4,Epsilon,0.437,0.674,3,1,539328
BI-C-0002043,1,BI-019997,G7,Epsilon,0.517,0.802,3,1,52373930
BI-C-0002044,1,BI-019999,B3,Zeta,0.605,0.655,3,4,982224
BI-C-0002045,2,BI-019999,B3,Zeta,0.605,0.655,3,4,10788455
BI-C-0002046,3,BI-019999,B3,Zeta,0.605,0.655,3,4,6076349
BI-C-0002047,4,BI-019999,B3,Zeta,0.605,0.655,3,4,72274
BI-C-0002048,1,BI-020001,A5,Helionis Cluster,0.611,0.309,4,2,1150863
BI-C-0002049,1,BI-020002,G3,Epsilon,0.543,0.781,4,4,2767194
BI-C-0002050,1,BI-020021,A2,Epsilon,0.584,0.353,4,5,9301352
BI-C-0002051,1,BI-020030,B8,Zeta,0.435,0.812,1,2,5327990
BI-C-0002052,1,BI-020039,G6,Epsilon,0.716,0.184,4,4,5896919
BI-C-0002053,1,BI-020045,A4,Zeta,0.693,0.915,1,4,4212045
BI-C-0002054,2,BI-020045,A4,Zeta,0.693,0.915,1,4,5809135
BI-C-0002055,3,BI-020045,A4,Zeta,0.693,0.915,1,4,542895
BI-C-0002056,1,BI-020081,B1,Epsilon,0.402,0.464,4,2,9770634
BI-C-0002057,2,BI-020081,B1,Epsilon,0.402,0.464,4,2,2485176
BI-C-0002058,1,BI-020100,B8,Epsilon,0.584,0.207,2,3,421873
BI-C-0002059,1,BI-020121,G8,Zeta,0.302,0.79,4,2,1020496
BI-C-0002060,1,BI-020149,B1,Epsilon,0.75,0.123,5,3,396081
BI-C-0002061,1,BI-020176,A6,Epsilon,0.716,0.307,2,5,3210201
BI-C-0002062,1,BI-020212,A7,Helionis Cluster,0.231,0.71,1,5,760643
BI-C-0002063,1,BI-020213,B2,Epsilon,0.909,0.436,1,4,2759289
BI-C-0002064,2,BI-020213,B2,Epsilon,0.909,0.436,1,4,1186769
BI-C-0002065,1,BI-020220,G8,Epsilon,0.889,0.622,2,2,352852
BI-C-0002066,2,BI-020220,G8,Epsilon,0.889,0.622,2,2,2823238
BI-C-0002067,1,BI-020241,G4,Helionis Cluster,0.009,0.53,5,5,4380655
BI-C-0002068,1,BI-020245,G9,Epsilon,0.701,0.638,3,4,4589240
BI-C-0002069,1,BI-020251,A6,Epsilon,0.993,0.845,3,2,30323193
BI-C-0002070,1,BI-020258,A9,Zeta,0.818,0.364,4,1,3214657
BI-C-0002071,2,BI-020258,A9,Zeta,0.818,0.364,4,1,13254656
BI-C-0002072,3,BI-020258,A9,Zeta,0.818,0.364,4,1,5552463
BI-C-0002073,1,BI-020273,B2,Zeta,0.314,0.773,2,4,13294811
BI-C-0002074,2,BI-020273,B2,Zeta,0.314,0.773,2,4,22489118
BI-C-0002075,1,BI-020275,B6,Epsilon,0.554,0.131,1,3,772016
BI-C-0002076,1,BI-020325,G2,Zeta,0.493,0.361,2,3,231365
BI-C-0002077,1,BI-020327,A5,Zeta,0.457,0.91,4,1,1182702
BI-C-0002078,2,BI-020327,A5,Zeta,0.457,0.91,4,1,1113695
BI-C-0002079,1,BI-020328,A2,Epsilon,0.382,0.632,2,5,1178708
BI-C-0002080,1,BI-020341,G2,Helionis Cluster,0.535,0.788,5,2,811255
BI-C-0002081,1,BI-020355,G4,Helionis Cluster,0.355,0.721,3,4,1365726
BI-C-0002082,2,BI-020355,G4,Helionis Cluster,0.355,0.721,3,4,3916526
BI-C-0002083,1,BI-020357,G5,Epsilon,0.926,0.705,5,2,2813157
BI-C-0002084,2,BI-020357,G5,Epsilon,0.926,0.705,5,2,662129
BI-C-0002085,3,BI-020357,G5,Epsilon,0.926,0.705,5,2,746774
BI-C-0002086,1,BI-020358,B7,Zeta,0.639,0.54,4,5,1115652
BI-C-0002087,1,BI-020383,A5,Helionis Cluster,0.651,0.451,5,5,2467471
BI-C-0002088,1,BI-020388,B8,Zeta,0.985,0.779,1,1,1727334
BI-C-0002089,1,BI-020390,B2,Zeta,0.585,0.459,5,1,1219390
BI-C-0002090,1,BI-020488,G5,Epsilon,0.303,0.745,2,3,703983
BI-C-0002091,1,BI-020510,A9,Helionis Cluster,0.025,0.547,5,2,497217
BI-C-0002092,1,BI-020514,A5,Helionis Cluster,0.844,0.704,1,3,7104870
BI-C-0002093,1,BI-020531,A6,Zeta,0.624,0.429,5,1,3512193
BI-C-0002094,1,BI-020635,A2,Epsilon,0.796,0.38,4,4,1197675
BI-C-0002095,2,BI-020635,A2,Epsilon,0.796,0.38,4,4,1238728
BI-C-0002096,1,BI-020646,A4,Zeta,0.626,0.517,2,3,807936
BI-C-0002097,2,BI-020646,A4,Zeta,0.626,0.517,2,3,1456120
BI-C-0002098,1,BI-020654,B8,Epsilon,0.91,0.453,3,5,1559801
BI-C-0002099,2,BI-020654,B8,Epsilon,0.91,0.453,3,5,1084312
BI-C-0002100,1,BI-020675,G6,Helionis Cluster,0.346,0.301,1,2,310698
BI-C-0002101,1,BI-020677,G3,Epsilon,0.652,0.49,4,5,1905751
BI-C-0002102,1,BI-020736,B8,Epsilon,0.031,0.262,1,4,4663550
BI-C-0002103,2,BI-020736,B8,Epsilon,0.031,0.262,1,4,522731
BI-C-0002104,1,BI-020743,G2,Epsilon,0.665,0.504,2,4,1488145
BI-C-0002105,1,BI-020773,G8,Zeta,0.604,0.375,2,4,5131360
BI-C-0002106,1,BI-020789,G8,Epsilon,0.692,0.171,2,2,2502915
BI-C-0002107,1,BI-020800,B4,Epsilon,0.265,0.427,5,1,257035
BI-C-0002108,1,BI-020812,B2,Helionis Cluster,0.97,0.817,3,5,2589900
BI-C-0002109,2,BI-020812,B2,Helionis Cluster,0.97,0.817,3,5,1315439
BI-C-0002110,3,BI-020812,B2,Helionis Cluster,0.97,0.817,3,5,85041271
BI-C-0002111,4,BI-020812,B2,Helionis Cluster,0.97,0.817,3,5,815587
BI-C-0002112,1,BI-020817,B6,Helionis Cluster,0.688,0.326,5,3,3505769
BI-C-0002113,1,BI-020830,G6,Zeta,0.966,0.155,5,1,2159228
BI-C-0002114,1,BI-020857,A4,Zeta,0.639,0.251,2,3,1711306
BI-C-0002115,2,BI-020857,A4,Zeta,0.639,0.251,2,3,6894435
BI-C-0002116,1,BI-020871,B3,Zeta,0.577,0.775,4,1,1415803
BI-C-0002117,2,BI-020871,B3,Zeta,0.577,0.775,4,1,3107566
BI-C-0002118,1,BI-020908,A8,Zeta,0.928,0.611,2,5,2015953
BI-C-0002119,1,BI-020928,B6,Zeta,0.662,0.428,4,5,6714314
BI-C-0002120,1,BI-020939,A6,Zeta,0.34,0.466,5,3,5967417
BI-C-0002121,1,BI-020954,G7,Helionis Cluster,0.276,0.815,3,1,7771233
BI-C-0002122,2,BI-020954,G7,Helionis Cluster,0.276,0.815,3,1,6506762
BI-C-0002123,3,BI-020954,G7,Helionis Cluster,0.276,0.815,3,1,2075995
BI-C-0002124,1,BI-020956,B1,Zeta,0.17,0.593,3,3,3357906
BI-C-0002125,1,BI-020989,G4,Epsilon,0.82,0.601,5,2,6283072
BI-C-0002126,2,BI-020989,G4,Epsilon,0.82,0.601,5,2,5135225
BI-C-0002127,3,BI-020989,G4,Epsilon,0.82,0.601,5,2,2696674
BI-C-0002128,1,BI-021007,G5,Zeta,0.715,0.633,5,3,13893063
BI-C-0002129,1,BI-021029,G7,Helionis Cluster,0.604,0.389,1,1,27294204
BI-C-0002130,1,BI-021048,A7,Epsilon,0.335,0.225,2,4,8804175
BI-C-0002131,1,BI-021056,G3,Zeta,0.271,0.855,3,2,3058400
BI-C-0002132,1,BI-021062,B7,Epsilon,0.467,0.662,5,5,1629096
BI-C-0002133,1,BI-021073,B2,Epsilon,0.841,0.518,5,3,185453
BI-C-0002134,2,BI-021073,B2,Epsilon,0.841,0.518,5,3,11076776
BI-C-0002135,3,BI-021073,B2,Epsilon,0.841,0.518,5,3,23762158
BI-C-0002136,1,BI-021086,A8,Zeta,0.549,0.296,3,1,4549159
BI-C-0002137,1,BI-021109,G8,Epsilon,0.462,0.508,1,4,4521539
BI-C-0002138,2,BI-021109,G8,Epsilon,0.462,0.508,1,4,6839647
BI-C-0002139,3,BI-021109,G8,Epsilon,0.462,0.508,1,4,6752488
BI-C-0002140,1,BI-021118,A5,Zeta,0.761,0.348,3,3,6207799
BI-C-0002141,1,BI-021123,B7,Epsilon,0.505,0.872,5,2,3285957
BI-C-0002142,2,BI-021123,B7,Epsilon,0.505,0.872,5,2,2808359
BI-C-0002143,1,BI-021127,B9,Epsilon,0.746,0.176,3,4,2012947
BI-C-0002144,-1,BI-021147,G2,Helionis Cluster,0.19,0.431,4,1,2293742
BI-C-0002145,2,BI-021147,G2_???3189,Helionis Cluster,0.19,0.431,4,1,1149639
BI-C-0002146,1,BI-021178,G7,Epsilon,0.971,0.436,1,2,3224719
BI-C-0002147,-1,BI-021179,G5,Zeta,0.153,0.342,5,3,25325143
BI-C-0002148,2,BI-021179,G5,Zeta,0.153,0.342,5,3,1604596
BI-C-0002149,1,BI-021182,G2,Zeta,0.321,0.171,1,5,2230885
BI-C-0002150,1,BI-021184,G7,Helionis Cluster,0.848,0.752,2,2,3044060
BI-C-0002151,2,BI-021184,G7,Helionis Cluster,0.848,0.752,2,2,406798
BI-C-0002152,1,BI-021188,B3,Epsilon,0.189,0.295,3,2,476953
BI-C-0002153,1,BI-021202,A5,Zeta,0.533,0.869,1,1,4805092
BI-C-0002154,1,BI-021204,A9,Epsilon,0.115,0.67,1,1,3723465
BI-C-0002155,2,BI-021204,A9,Epsilon,1.075958594,0.67,1,1,2347155
BI-C-0002156,1,BI-021220,B7,Zeta,0.708,0.359,3,1,6863977
BI-C-0002157,1,BI-021222,B3,Helionis Cluster,0.081,0.65,4,5,1510538
BI-C-0002158,1,BI-021225,G4,Zeta,0.059,0.311,4,2,225904
BI-C-0002159,2,BI-021225,G4,Zeta,0.059,0.311,4,2,2894657
BI-C-0002160,3,BI-021225,G4,Zeta,0.059,0.311,4,2,1464074
BI-C-0002161,1,BI-021229,B9,Zeta,0.418,0.455,5,5,2412598
BI-C-0002162,1,BI-021239,B7,Epsilon,0.727,0.738,3,1,483653
BI-C-0002163,1,BI-021252,B3,Zeta,0.124,1.80621355,5,2,1631020
BI-C-0002164,1,BI-021255,B4,Helionis Cluster,0.939,0.468,1,2,2369350
