claim_id,claim_seq,policy_id,shipment_id,cargo_type,cargo_value,weight,route_risk,distance,transit_duration,pilot_experience,vessel_age,container_type,solar_radiation,debris_density,exposure,claim_amount
CAR-C-0006081,2,CL-766985,S-849411,supplies,800000,80000,2,4.72,3.129,18.012,11.33,LongHaul Vault Canister,0.045,0.206,0.156,237969
CAR-C-0006082,3,CL-766985,S-849411,supplies,800000,80000,2,4.72,3.129,18.012,11.33,LongHaul Vault Canister,0.045,0.206,0.156,89515
CAR-C-0006083,1,CL-756642,S-357424,supplies,500000,50000,3,3.23,1.607,13.858,34.703,LongHaul Vault Canister,1.715527389,0.128,0.236,91079
CAR-C-0006084,2,CL-756642,S-357424,supplies,500000,50000,3,3.23,1.607,13.858,34.703,LongHaul Vault Canister,0.133,0,0.236,22530
CAR-C-0006085,1,CL-826596,S-204944,rare earths,2975000,35000,3,30.9,15.092,9.083,26.29,DeepSpace Haulbox,0.417,0.429,0.756,110455
CAR-C-0006086,1,CL-220341,S-019442,supplies,700000,70000,5,1.58,1,15.531,50,LongHaul Vault Canister,0.377,0.233,0.438,10572
CAR-C-0006087,1,CL-791096,S-638341,titanium,1225000,175000,2,64.75,49.622,23.91,21.666,DeepSpace Haulbox,0.19,0.361,0.173,43458
CAR-C-0006088,1,CL-578621,S-528066,supplies,600000,60000,4,15.17,7.126,22.703,7.992,LongHaul Vault Canister,0.145,0.264,0.1,33569
CAR-C-0006089,2,CL-578621,S-528066,supplies,600000,60000,4,15.17,7.126,22.703,7.992,LongHaul Vault Canister,0.145,0.264,0.1,18718
CAR-C-0006090,3,CL-578621,S-528066,supplies,600000,60000,4,15.17,7.126,22.703,7.992,LongHaul Vault Canister,0.145,0.264,0.1,49091
CAR-C-0006091,4,CL-578621,S-528066,supplies,600000,60000,4,15.17,7.126,22.703,7.992,LongHaul Vault Canister,0.145,0.264,0.1,139290
CAR-C-0006092,1,CL-745309,S-184673,titanium,1575000,225000,3,16.27,8.421,16.509,13.314,LongHaul Vault Canister,0.045,0.061,0.641,250419
CAR-C-0006093,1,CL-217576,S-573498,lithium,8610000,105000,3,16.52,6.91,17.829,33.257,DeepSpace Haulbox,0.362,0.25,0.232,274021
CAR-C-0006094,1,CL-798869,S-902904,lithium,7380000,90000,2,11.77,7.853,5.42,1,HardSeal Transit Crate,0.13,0.192,0.557,543975
CAR-C-0006095,1,CL-362627,S-003065,titanium,1575000,225000,2,47.97,21.172,22.005,27.49,DockArc Freight Case,0.378,0.404,0.223,188566
CAR-C-0006096,2,CL-362627,S-003065,titanium,1575000,225000,2,47.97,21.172,22.005,27.49,DockArc Freight Case,0.378,0.404,0.223,386078
CAR-C-0006097,1,CL-724616,S-975918,cobalt,7280000,140000,3,43.19,22.613,16.821,30.081,HardSeal Transit Crate,0.321,0.217,0.169,830037
CAR-C-0006098,2,CL-724616,S-975918,cobalt,7280000,140000,3,43.19,22.613,16.821,30.081,HardSeal Transit Crate,0.321,0.217,0.169,1012220
CAR-C-0006099,1,CL-620584,S-883136,titanium,1750000,250000,5,12.38,7.059,19.356,1,QuantumCrate Module,0.254,0.207,0.649,406535
CAR-C-0006100,1,CL-375970,S-607036,supplies,600000,60000,4,28.2,14.962,10.371,15.464,DockArc Freight Case,0.331,0.32,0.131,280351
CAR-C-0006101,1,CL-527492,S-270063,cobalt,9360000,180000,4,31.31,15.318,20.753,3.559,DeepSpace Haulbox,0.337,0.35,0.576,221515
CAR-C-0006102,1,CL-625122,S-495743,rare earths,4250000,50000,1,54.98,37.945,12.286,10.09,QuantumCrate Module,0.33,0.227,0.171,356453
CAR-C-0006103,1,CL-354451,S-921768,rare earths,3400000,40000,2,32.88,21.276,24.085,3.537,HardSeal Transit Crate,0.229,0.288,0.579,109490
CAR-C-0006104,1,CL-013366,S-100754,supplies,600000,60000,3,1.58,1.151,22.718,35.143,DeepSpace Haulbox,0.277,0.046,0.083,8352
CAR-C-0006105,2,CL-013366,S-100754,supplies,600000,60000,3,1.58,1.151,22.718,35.143,DeepSpace Haulbox,0.277,0.046,0.083,31751
CAR-C-0006106,1,CL-586501,S-293637,supplies,1000000,100000,4,36.08,20.463,10.558,33.088,LongHaul Vault Canister,0.1,0.283,0.793,101014
CAR-C-0006107,1,CL-435371,S-054371,gold,406800000,3000,3,40.41,22.484,14.998,1,LongHaul Vault Canister,0.289,0.395,0.243,40049765
CAR-C-0006108,2,CL-435371,S-054371,gold,406800000,3000,3,40.41,22.484,14.998,1,LongHaul Vault Canister,0.289,0.395,0.243,8548037
CAR-C-0006109,1,CL-581670,S-156056,rare earths,2550000,30000,4,63.42,31.259,1.693,28.499,HardSeal Transit Crate,0.247,0.352,0.599,193760
CAR-C-0006110,1,CL-900770,S-186827,lithium,7380000,90000,4,1.58,1,11.733,13.317,DockArc Freight Case,0.27,0.417,0.821,1317072
CAR-C-0006111,1,CL-018280,S-316820,supplies,500000,50000,1,62.35,35.131,22.945,26.722,DockArc Freight Case,0,0.36,0.841,33684
CAR-C-0006112,1,CL-161128,S-895619,cobalt,5200000,100000,5,22.27,14.938,16.083,23.266,LongHaul Vault Canister,0.209,0.371,0.746,348583
CAR-C-0006113,2,CL-161128,S-895619,cobalt,5200000,100000,5,22.27,14.938,16.083,23.266,LongHaul Vault Canister,0.209,0.371,0.746,1272845
CAR-C-0006114,1,CL-270455,S-369731,lithium,11070000,135000,1,49.35,31.461,20.759,10.227,DockArc Freight Case,0.2,0.063,0.207,522467
CAR-C-0006115,0,CL-270455,S-369731,lithium,11070000,135000,1,49.35,31.461,20.759,10.227,DockArc Freight Case,-0.2,0.063,0.207,476563
CAR-C-0006116,3,CL-270455,S-369731,lithium,11070000,135000,1,49.35,31.461,20.759,10.227,DockArc Freight Case,0.2,0.063,0.207,318301
CAR-C-0006117,4,CL-270455,S-369731,lithium,11070000,135000,1,49.35,31.461,20.759,10.227,DockArc Freight Case,0.2,0.063,0.207,381118
CAR-C-0006118,1,CL-065490,S-619440,platinum,147150000,2700,2,2.37,1.541,18.684,15.45,DeepSpace Haulbox,0.2,0.095,0.242,5668828
CAR-C-0006119,1,CL-465506,S-913301,cobalt,6240000,120000,4,16.32,13.226,21.686,34.199,LongHaul Vault Canister,0.232,0.271,0.229,438811
CAR-C-0006120,1,CL-546375,S-127784,supplies,900000,90000,3,6.2,3.646,15.086,30.331,QuantumCrate Module,0.099,0.323,0.115,64403
CAR-C-0006121,2,CL-546375,S-127784,supplies,900000,90000,3,6.2,3.646,15.086,30.331,QuantumCrate Module,0.099,0.323,0.115,140727
CAR-C-0006122,3,CL-546375,S-127784,supplies,900000,90000,3,6.2,3.646,15.086,30.331,QuantumCrate Module,0.099,0.323,0.115,26796
CAR-C-0006123,1,CL-471133,S-669674,lithium,9840000,120000,3,59.24,35.538,24.181,16.856,DeepSpace Haulbox,0.18,0.354,0.183,1081624
CAR-C-0006124,2,CL-471133,S-669674,lithium,9840000,120000,3,59.24,35.538,24.181,16.856,DeepSpace Haulbox,0.18,0.354,0.183,982965
CAR-C-0006125,3,CL-471133,S-669674,lithium,9840000,120000,3,59.24,35.538,24.181,16.856,DeepSpace Haulbox,0.18,0.354,0.183,567012
CAR-C-0006126,4,CL-471133,S-669674,lithium,9840000,120000,3,59.24,35.538,24.181,16.856,DeepSpace Haulbox,0.18,0.354,0.183,723391
CAR-C-0006127,1,CL-166811,S-593106,platinum,163500000,3000,3,67.62,42.568,5.766,24.964,DeepSpace Haulbox,0.275,0.254,0.083,34218012
CAR-C-0006128,2,CL-166811,Unknown,platinum,163500000,3000,3,67.62,42.568,5.766,24.964,DeepSpace Haulbox,0.275,0.254,0.083,3572049
CAR-C-0006129,1,CL-314963,S-634125,supplies,700000,70000,2,12.57,7.848,19.285,21.265,DockArc Freight Case,0.312,0.252,0.127,99376
CAR-C-0006130,5,CL-401259,S-904118,cobalt,7280000,140000,2,22.98,12.429,13.368,25.601,LongHaul Vault Canister,0.331,0.39,0.44,113049
CAR-C-0006131,1,CL-000947,S-393286,supplies,600000,60000,3,59.74,34.582,7.762,30.226,HardSeal Transit Crate,0.389,0.223,0.148,22405
CAR-C-0006132,2,CL-000947,S-393286,supplies,600000,60000,3,59.74,34.582,7.762,30.226,HardSeal Transit Crate,0.389,0.223,0.148,69510
CAR-C-0006133,1,CL-236355,S-281940,cobalt,9360000,180000,3,42.64,22.399,11.598,9.086,DockArc Freight Case,0.275,0.248,0.23,435580
CAR-C-0006134,1,CL-719147,S-200390,platinum,130800000,2400,2,1.58,1.022,13.542,20.906,HardSeal Transit Crate,0.207,0.111,0.231,5795034
CAR-C-0006135,2,CL-719147,S-200390,platinum,130800000,2400,2,1.58,1.022,13.542,20.906,HardSeal Transit Crate,0.207,0.111,0.231,8070589
CAR-C-0006136,3,CL-719147,S-200390,platinum,130800000,2400,2,1.58,1.022,13.542,20.906,HardSeal Transit Crate,0.207,0.111,0.231,9683707
CAR-C-0006137,4,CL-719147,S-200390,platinum,130800000,2400,2,1.58,1.022,13.542,20.906,HardSeal Transit Crate,0.207,0.111,0.231,2271447
CAR-C-0006138,5,CL-719147,S-200390,platinum,130800000,2400,2,1.58,1.022,13.542,20.906,HardSeal Transit Crate,0.207,0.111,0.231,21054039
CAR-C-0006139,1,CL-551205,S-912945,platinum,81750000,1500,4,40.85,15.689,11.051,24.231,QuantumCrate Module,0.315,0.375,0.306,7061309
CAR-C-0006140,1,CL-966821,S-108281,gold,678000000,5000,3,12.23,4.846,8.249,28.257,DockArc Freight Case,0.183,0.168,0.609,32210138
CAR-C-0006141,1,CL-133000,S-902149,supplies,600000,60000,2,26.88,13.957,17.34,13.303,HardSeal Transit Crate,0.272,0.2,0.116,35461
CAR-C-0006142,1,CL-204104,S-516537,titanium,1400000,200000,4,12.42,7.253,18.176,19.187,DockArc Freight Case,0.144,0.346,0.483,26335
CAR-C-0006143,1,CL-681491,S-236206,titanium,1050000,150000,3,20.02,10.319,15.68,30.767,DockArc Freight Case,0.18,0.251,0.136,34228
CAR-C-0006144,1,CL-885344,S-305201,gold,339000000,2500,3,2.02,1.486,7.704,18.476,HardSeal Transit Crate,0.053,0.213,0.083,52707270
CAR-C-0006145,1,CL-861587,S-049685,supplies,900000,90000,5,31.34,12.785,16.438,18.422,QuantumCrate Module,0.123,0.338,0.219,36223
CAR-C-0006146,1,CL-862127,S-178425,platinum,147150000,2700,4,2.57,1.605,13.585,18.064,QuantumCrate Module,0.241,0.312,0.531,50850655
CAR-C-0006147,1,CL-876592,S-358930,cobalt,6240000,120000,3,1.58,1,13.547,21.861,DeepSpace Haulbox,0.168,0.086,0.143,711508
CAR-C-0006148,1,CL-700642,S-850197,rare earths,4250000,50000,4,51.86,34.457,19.357,16.972,DeepSpace Haulbox,0.378,0.354,0.962,2514648
CAR-C-0006149,1,CL-076838,S-615736,cobalt,9360000,180000,4,7.44,3.767,18.005,27.093,QuantumCrate Module,0.081,0.355,0.306,1014331
CAR-C-0006150,1,CL-154459,S-436059,gold,406800000,3000,3,23.87,13.869,16.533,4.461,HardSeal Transit Crate,0.229,0.292,0.176,33967376
CAR-C-0006151,1,CL-744210,S-677248,platinum,81750000,1500,1,4.88,2.309,9.981,27.632,DockArc Freight Case,0.228,0.14,0.164,1715645
CAR-C-0006152,1,CL-673018,S-349785,cobalt,6240000,120000,4,18.52,11.561,7.845,17.339,HardSeal Transit Crate,0.308,0.24,0.214,4688354
CAR-C-0006153,2,CL-673018,S-349785,cobalt,6240000,120000,4,18.52,11.561,7.845,17.339,HardSeal Transit Crate,0.308,0.24,0.214,292980
CAR-C-0006154,1,CL-531296,S-413654,supplies,1000000,100000,4,57.84,35.221,12.182,14.344,DockArc Freight Case,0.331,0.491,0.322,239555
CAR-C-0006155,1,CL-735371,S-886733,titanium,1750000,250000,2,28.08,17.963,12.86,13.528,DockArc Freight Case,0.293,0.175,0.507,58334
CAR-C-0006156,2,CL-735371,S-886733,titanium,1750000,250000,2,28.08,17.963,12.86,13.528,DockArc Freight Case,0.293,0.175,0.507,431428
CAR-C-0006157,1,CL-866614,S-317232,rare earths,2550000,30000,1,13.04,11.433,16.622,11.299,DockArc Freight Case,0.26,0.194,0.468,79838
CAR-C-0006158,1,CL-785227,S-442229,rare earths,3825000,45000,3,29.5,16.781,24.466,-14.08,LongHaul Vault Canister,0.213,0.19,0.762,192397
CAR-C-0006159,1,CL-989743,S-272977,lithium,7380000,90000,5,44.2,23.311,9.984,24.683,LongHaul Vault Canister,0.35,0.407,0.253,1109993
CAR-C-0006160,1,CL-634198,S-594640,titanium,1750000,250000,3,1.58,1,26.403,19.945,DockArc Freight Case,0.232,0.109,0.665,241267
CAR-C-0006161,1,CL-494417,S-418740,gold,542400000,4000,3,47.49,21.827,19.209,17.288,DockArc Freight Case,0.254,0.147,0.746,19307840
CAR-C-0006162,1,CL-379527,S-877766,lithium,8610000,105000,1,38.25,16.757,14.325,1,DeepSpace Haulbox,0.259,0.117,0.213,310050
CAR-C-0006163,2,CL-379527,S-877766,lithium,8610000,105000,1,38.25,16.757,14.325,1,DeepSpace Haulbox,0.259,0.117,0.213,147372
CAR-C-0006164,1,CL-767187,S-267130,lithium,6150000,75000,5,1.58,1.167,11.666,21.816,HardSeal Transit Crate,0.408,0.167,0.552,149384
CAR-C-0006165,1,CL-864676,S-032269,supplies,900000,90000,3,40.96,28.487,9.811,9.216,QuantumCrate Module,0.347,0.346,0.545,106510
CAR-C-0006166,1,CL-916896,S-290083,cobalt,7280000,140000,3,31.46,18.04,16.846,28.73,LongHaul Vault Canister,0.302,0.183,0.543,584407
CAR-C-0006167,1,CL-763616,S-031623,rare earths,2975000,35000,2,30.8,16.288,15.807,30.352,DockArc Freight Case,0.318,0.084,0.122,268946
CAR-C-0006168,1,CL-052316,S-919536,titanium,1225000,175000,2,1.58,1,15.4,7.902,DockArc Freight Case,0.091,0.337,0.083,51653
CAR-C-0006169,1,CL-768727,S-815324,supplies,900000,90000,3,12.39,8.589,16.175,29.834,LongHaul Vault Canister,0.169,0.326,0.117,57384
CAR-C-0006170,1,CL-826922,S-548334,gold,542400000,4000,2,1.58,1.08,14.671,3.345,QuantumCrate Module,0.175,0,0.659,14484883
CAR-C-0006171,1,CL-784067,S-011796,platinum,163500000,3000,3,12.77,7.663,9.868,11.57,LongHaul Vault Canister,0.189,0.107,0.639,7100955
CAR-C-0006172,1,CL-005090,S-884820,supplies,700000,70000,3,16.24,8.482,6.318,19.322,HardSeal Transit Crate,0.259,0.086,0.569,71355
CAR-C-0006173,1,CL-986289,S-367563,supplies,500000,50000,5,19.55,7.697,19.553,30.428,LongHaul Vault Canister,0,0.2,0.714,16591
CAR-C-0006174,1,CL-942359,S-593076,lithium,9840000,120000,3,50.21,25.794,17.047,30.398,DockArc Freight Case,0.259,0.379,0.221,560859
CAR-C-0006175,2,CL-942359,S-593076,lithium,9840000,120000,3,50.21,25.794,17.047,30.398,DockArc Freight Case,0.259,0.379,0.221,654909
CAR-C-0006176,1,CL-345562,S-078110,lithium,12300000,150000,1,15.17,8.855,8.297,15.725,LongHaul Vault Canister,0.038,0.087,0.541,226044
CAR-C-0006177,1,CL-764401,S-722386,platinum,163500000,3000,4,26.07,22.131,18.544,5.94,LongHaul Vault Canister,0.379,0.373,0.624,8523378
CAR-C-0006178,1,CL-607636,S-391394,titanium,875000,125000,5,1.58,1,16.494,17.238,DockArc Freight Case,0.266,0.106,0.763,41489
CAR-C-0006179,1,CL-776918,S-170083,supplies,800000,80000,2,34.24,24.425,9.182,31.219,LongHaul Vault Canister,0.428,0.096,0.171,38882
CAR-C-0006180,1,CL-408144,S-453749,platinum,147150000,2700,3,69.5,60,23.19,5.08,DockArc Freight Case,0.326,0.471,0.815,4212129
CAR-C-0006181,1,CL-782468,S-763599,gold,406800000,3000,3,19.78,8.586,18.921,20.654,HardSeal Transit Crate,0.211,0.13,0.243,9088804
CAR-C-0006182,1,CL-463607,S-119696,lithium,12300000,150000,3,19.27,14.283,21.777,12.862,DockArc Freight Case,0.176,0.297,0.559769851,696949
CAR-C-0006183,2,CL-463607,S-119696,lithium,12300000,150000,3,19.27,14.283,21.777,12.862,DockArc Freight Case,0.176,0.297,0.083,765502
CAR-C-0006184,1,CL-219399,S-152955,gold,406800000,3000,3,43.3,25.014,17.836,13.263,DeepSpace Haulbox,0.146,0.323,0.22,29043626
CAR-C-0006185,2,CL-219399,S-152955,gold,406800000,3000,3,43.3,25.014,17.836,13.263,DeepSpace Haulbox,0.146,0.323,0.22,30812312
CAR-C-0006186,1,CL-026872,S-287400,gold,339000000,2500,4,1.58,1,13.179,37.922,QuantumCrate Module,0.221,0.191,0.131,6101665
CAR-C-0006187,1,CL-625922,S-182084,cobalt,8320000,160000,4,20.29,14.953,23.018,19.742,DockArc Freight Case,0.177,0.282,0.713,610390
CAR-C-0006188,1,CL-674405,S-750111,platinum,81750000,1500,5,24.24,13.158,18.984,28.955,LongHaul Vault Canister,0.254,0.161,0.108,3669573
CAR-C-0006189,1,CL-659883,S-198507,platinum,147150000,2700,3,35.71,23.194,21.977,6.582,DockArc Freight Case,0.291,0.389,0.127,9116556
CAR-C-0006190,2,CL-659883,S-198507,platinum,147150000,2700,3,35.71,23.194,21.977,6.582,DockArc Freight Case,0.291,0.389,0.127,12966913
CAR-C-0006191,1,CL-908474,Unknown,platinum,98100000,1800,3,2.53,1.547,19.816,13.704,LongHaul Vault Canister,0.112,0.28,0.468,2216984
CAR-C-0006192,1,CL-502793,S-638111,platinum,163500000,3000,3,69.2,48.282,7.684,34.896,QuantumCrate Module,0.268,0.332,0.909,18475007
CAR-C-0006193,1,CL-651990,S-516976,supplies,800000,80000,4,1.58,1.238,3.459,23.522,DockArc Freight Case,0.239,0.353,0.689,30209
CAR-C-0006194,2,CL-651990,S-516976,supplies,800000,80000,4,1.58,1.238,3.459,23.522,DockArc Freight Case,0.239,0.353,0.689,16901
CAR-C-0006195,1,CL-377406,S-841466,platinum,81750000,1500,3,38.62,27.517,16.162,24.891,LongHaul Vault Canister,0.217,0.23,0.187,8206772
CAR-C-0006196,1,CL-456829,S-497642,gold,610200000,4500,2,1.58,1,12.683,37.482,LongHaul Vault Canister,0.179,0.092,0.133,44287834
CAR-C-0006197,2,CL-456829,S-497642,gold,610200000,0,2,1.58,1,12.683,37.482,LongHaul Vault Canister,0.179,0.092,0.133,75284205
CAR-C-0006198,1,CL-236577,S-282672,platinum,130800000,2400,3,13.92,9.09,7.728,21.807,LongHaul Vault Canister,0.45,0.21,0.399,8068442
CAR-C-0006199,1,CL-997978,S-791868,lithium,7380000,90000,4,45.95,15.69,5.527,13.519,HardSeal Transit Crate,0.243,0.234,-0.155,98974
CAR-C-0006200,2,CL-997978,S-791868,lithium,7380000,90000,4,45.95,15.69,5.527,13.519,HardSeal Transit Crate,0.243,0.234,0.155,466878
CAR-C-0006201,1,CL-007593,S-913752,supplies,1000000,100000,2,28.25,17.358,17.918,28.082,HardSeal Transit Crate,0.183,0.196,0.845,95271
CAR-C-0006202,1,CL-173943,S-804732,cobalt,8320000,160000,5,35.21,25.779,8.937,6.649,DockArc Freight Case,0.371,0.263,0.33,433395
CAR-C-0006203,1,CL-506414,S-223028,supplies,500000,50000,3,13.23,9.785,7.343,9.422,LongHaul Vault Canister,0.114,0.306,0.843,56509
CAR-C-0006204,1,CL-201855,S-367997,rare earths,2550000,30000,3,7.05,4.702,19.75,19.8,HardSeal Transit Crate,0.13,0.194,0.191,99189
CAR-C-0006205,2,CL-201855,S-367997,rare earths,2550000,30000,3,7.05,4.702,19.75,19.8,HardSeal Transit Crate,0.13,0.194,0.191,94549
CAR-C-0006206,1,CL-773595,S-896792,gold,406800000,3000,3,1.58,1.03,12.65,10.689,LongHaul Vault Canister,0.166,0.057,0.532,8373670
CAR-C-0006207,1,CL-135010,S-762679,cobalt,6240000,120000,4,38.7,26.775,13.891,32.921,HardSeal Transit Crate,0.155,0.309,0.585,368403
CAR-C-0006208,1,CL-859889,S-792661,gold,339000000,2500,2,25.59,13.93,18.492,28.917,DockArc Freight Case,0.115,0.257,0.094,16030185
CAR-C-0006209,2,CL-859889,S-792661,gold,339000000,2500,2,25.59,13.93,18.492,28.917,DockArc Freight Case,0.115,0.257,0.094,40658481
CAR-C-0006210,3,CL-859889,S-792661,gold,339000000,2500,2,25.59,13.93,18.492,28.917,DockArc Freight Case,0.115,0.257,0.094,32705541
CAR-C-0006211,4,CL-859889,S-792661,gold,339000000,2500,2,25.59,13.93,18.492,28.917,DockArc Freight Case,0.115,0.257,0.094,12032494
CAR-C-0006212,1,CL-674374,S-918397,rare earths,2125000,25000,53,25.43,18.997,26.64,1,DockArc Freight Case,0.04,0.196,0.158,98689
CAR-C-0006213,2,CL-674374,S-918397,rare earths,2125000,25000,4,25.43,18.997,26.64,1,DockArc Freight Case,0.04,0.196,0.158,67648
CAR-C-0006214,1,CL-244927,S-525559,gold,678000000,5000,3,8.84,5.534,8.146,22.663,QuantumCrate Module,0.032,0.244,0.127,67002613
CAR-C-0006215,1,CL-802685,S-906552,platinum,114450000,2100,1,3.77,2.767,4.28,10.962,QuantumCrate Module,0.134,0.118,0.298,13612090
CAR-C-0006216,1,CL-801155,S-852909,titanium,1575000,225000,4,31.47,11.632,19.538,28.053,DeepSpace Haulbox,0.264,0.383,0.218,58348
CAR-C-0006217,2,CL-801155,S-852909,titanium,1575000,225000,4,31.47,11.632,19.538,28.053,DeepSpace Haulbox,0.264,0.383,0.218,68203
CAR-C-0006218,3,CL-801155,S-852909,titanium,1575000,225000,4,31.47,11.632,19.538,28.053,DeepSpace Haulbox,0.264,0.383,0.218,182074
CAR-C-0006219,1,CL-518428,S-740962,rare earths,2975000,35000,2,1.58,1,16.142,9.987,LongHaul Vault Canister,0.165,0.306,0.184,57113
CAR-C-0006220,2,CL-518428,S-740962,rare earths,2975000,35000,2,1.58,1,16.142,9.987,LongHaul Vault Canister,0.165,0.306,0.184,99669
CAR-C-0006221,3,CL-518428,S-740962,rare earths,2975000,35000,2,1.58,1,16.142,9.987,LongHaul Vault Canister,0.165,0.306,0.184,74804
CAR-C-0006222,1,CL-573955,S-646990,supplies,700000,70000,4,21.41,11.433,18.61,16.204,QuantumCrate Module,0.328,0.163,0.185,135321
CAR-C-0006223,1,CL-606433,S-166487,cobalt,9360000,180000,1,14.31,7.469,15.588,14.854,HardSeal Transit Crate,0.135,0.23,0.157,570319
CAR-C-0006224,1,CL-766493,S-630852,titanium,1750000,250000,5,20.48,13.266,17.105,20.207,DeepSpace Haulbox,0.293,0.347,0.231,276594
CAR-C-0006225,1,CL-342719,S-997174,lithium,8610000,105000,3,6.55,4.16,19.26,16.383,DeepSpace Haulbox,0.087,0.108,0.689,724401
CAR-C-0006226,1,CL-297050,S-511378,lithium,11070000,135000,1,1.58,1,21.797,22.206,DeepSpace Haulbox,2.720927467,0.021,0.083,414418
CAR-C-0006227,2,CL-297050,S-511378,lithium,11070000,135000,1,1.58,1,21.797,22.206,DeepSpace Haulbox,0.209,0.021,0.083,146839
CAR-C-0006228,3,CL-297050,S-511378,lithium,11070000,135000,1,1.58,1,21.797,22.206,DeepSpace Haulbox,0.209,0.021,0.083,237413
CAR-C-0006229,4,CL-297050,S-511378,lithium_???7435,11070000,135000,1,1.58,1,21.797,22.206,DeepSpace Haulbox,0.209,0.021,0.083,2007283
CAR-C-0006230,1,CL-436210,S-601257,cobalt,6240000,120000,1,19.34,9.786,14.229,31.482,LongHaul Vault Canister,0.188,0.046,0.793,471852
CAR-C-0006231,1,CL-170549,S-915373,cobalt,10400000,200000,2,55.15,32.27,9.517,16.612,HardSeal Transit Crate,0.356,0.307,0.107,869424
CAR-C-0006232,1,CL-661565,S-725522,rare earths,3825000,45000,3,54.66,30.125,1,17.747,DockArc Freight Case,0.404,0.187,0.674,550695
CAR-C-0006233,1,CL-379463,S-276865,titanium,1400000,200000,3,16.58,10.414,15.529,34.061,QuantumCrate Module,0.068,0.228,0.888,119048
CAR-C-0006234,1,CL-524247,S-311447,supplies,900000,90000,3,28.9,22.451,9.446,19.327,QuantumCrate Module,0.291,0.332,0.867,41287
CAR-C-0006235,1,CL-821560,S-704424,lithium,7380000,90000,1,3.46,2.427,12.433,17.796,DockArc Freight Case,0.159,0.141,0.135,185993
CAR-C-0006236,1,CL-636680,S-172864,cobalt,6240000,120000,2,1.58,1,12.255,20.065,HardSeal Transit Crate,0.084,0.19,0.646,455317
CAR-C-0006237,1,CL-826106,S-845851,rare earths,4250000,50000,3,54.77,31.857,12.515,20.514,HardSeal Transit Crate,0.302,0.239,0.083,598262
CAR-C-0006238,2,CL-826106,S-845851,rare earths,4250000,50000,3,54.77,31.857,12.515,20.514,HardSeal Transit Crate,0.302,0.239,0.083,241077
CAR-C-0006239,1,CL-740351,S-964614,gold,678000000,5000,2,27.67,18.855,8.928,7.058,DockArc Freight Case,0.246,0.251,0.484,7070205
CAR-C-0006240,1,CL-974683,S-413457,supplies,700000,70000,3,1.58,1.423,20.071,28.344,LongHaul Vault Canister,0.097,0.309,0.227,55304
CAR-C-0006241,2,CL-974683,S-413457,supplies,700000,70000,3,1.58,1.423,20.071,28.344,LongHaul Vault Canister,0.097,0.309,0.227,24797
CAR-C-0006242,3,CL-974683,S-413457,supplies,700000,70000,3,1.58,1.423,20.071,28.344,LongHaul Vault Canister,0.097,0.309,0.227,17713
CAR-C-0006243,4,CL-974683,S-413457,supplies,700000,70000,3,1.58,1.423,-20.071,28.344,LongHaul Vault Canister,0.097,0.309,0.227,5839
CAR-C-0006244,1,CL-905054,S-111732,gold,610200000,4500,4,26.41,10.923,22.888,18.186,DeepSpace Haulbox,0.315,0.258,0.486,48202327
CAR-C-0006245,1,CL-759699,S-616108,titanium,1225000,175000,5,9.91,5.252,2.532,20.804,QuantumCrate Module,0.154,0.35,0.175,170281
CAR-C-0006246,1,CL-553125,S-865676,gold,406800000,3000,2,31.68,23.542,20.804,27.993,DeepSpace Haulbox,0.144,0.034,0.129,8315598
CAR-C-0006247,2,CL-553125,S-865676,gold,406800000,3000,2,31.68,23.542,20.804,27.993,DeepSpace Haulbox,0.144,0.034,0.129,-8994991
CAR-C-0006248,1,CL-989169,S-457085,cobalt,10400000,200000,3,44.68,29.23,8.431,20.782,DockArc Freight Case,0.179,0.237,0.657,829132
CAR-C-0006249,1,CL-208212,S-621810,platinum,130800000,2400,2,28.44,19.272,14.338,19.809,QuantumCrate Module,0.189,0.471,0.801,11977780
CAR-C-0006250,1,CL-371027,S-877540,lithium,9840000,120000,3,1.58,1,9.305,23.884,HardSeal Transit Crate,0.159,0.255,0.135,472834
CAR-C-0006251,1,CL-079352,S-677771,supplies,800000,80000,4,32.65,18.043,15.89,36.063,DeepSpace Haulbox,0.373,0.353,0.153,30204
CAR-C-0006252,1,CL-151881,S-709514,gold,610200000,4500,2,4.59,2.649,18.369,23.468,HardSeal Transit Crate,0.135,0.301,0.221,19229464
CAR-C-0006253,2,CL-151881,S-709514,gold,610200000,4500,2,4.59,2.649,18.369,23.468,HardSeal Transit Crate,0.135,0.301,0.221,7572419
CAR-C-0006254,1,CL-853147,S-402712,gold,474600000,3500,3,49.25,29.446,16.896,27.19,QuantumCrate Module,0.102,0.272,0.234,23368487
CAR-C-0006255,1,CL-591122,S-913590,rare earths,3400000,40000,3,23.7,16.915,13.244,29.148,LongHaul Vault Canister,0.023,0.326,0.864,148092
CAR-C-0006256,1,CL-755396,S-079019,lithium,7380000,90000,2,22.92,14.749,12.664,14.045,LongHaul Vault Canister,0.15,0.182,0.57,757225
CAR-C-0006257,1,CL-146773,S-216872,titanium,875000,125000,4,7.15,3.555,11.503,1,QuantumCrate Module,0.213,0.242,0.089,125591
CAR-C-0006258,1,CL-095656,S-295078,rare earths,2125000,25000,5,51.05,34.886,8.199,21.798,DockArc Freight Case,0.254,0.435,0.117,350186
